brand,price,Kondisi,TahunKendaraan,Kilometer,Warna,Transmisi,JumlahGir,Pintu,KapasitasKursi,Dirakit,EngineCC,Baut(mm),Struk(mm),TenagaPuncak(hp),TenagaPutaranPuncak(Nm),InjeksiLangsung,Aspirasi,TipeBahanBakar,RadiusPutar,Panjang(mm),Lebar(mm),Tinggi(mm),JarakRoda(mm),ThreadDepan,ThreadBelakang,KonsumsiBahanBakar(L/100km),BeratKosong(kg),RasioKompresi,EmisiCO2,0-100km/jam(detik),KecepatanTertinggi(km/jam)
Honda,202999999,Mobil Bekas,2015,98000 km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,4294,1772,1580,2610,1535,1540,6.5,1226,10.3,155,,
Hyundai,950000000,Mobil Baru,2023,0 - 5K km,Lainnya,Automatic,8,5,7,Complete Built Up (CBU),2199,,,198,440,Direct Injection,Turbocharged,Solar,,4995,1975,1750,2900,1708,1716,,1884,,,,
Suzuki,135000000,Mobil Bekas,2015,12345 km,Putih,Manual,5,5,7,Complete Knock Down (CKD),1373,73,82,94,130,Multi-Point Injection,Aspirated,Pertamax,,4265,1695,1685,2740,,,6.2,1180,10,,,
Ford,802500000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,10,5,7,Complete Built Up (CBU),1996,84,90,208,500,Direct Injection,Turbocharged,Solar,,4914,2207,1841,2900,,,,,,,,
Toyota,345000000,Mobil Bekas,2018,55 - 60K km,Hitam,Automatic,,5,7,Complete Built Up (CBU),1986,80.5,97.6,150,193,Multi-Point Injection,Aspirated,Pertamax,11,4710,1735,1835,2850,,,,,,,,
Toyota,365000000,Mobil Bekas,2018,1234 km,Putih,Automatic,6,5,8,Complete Knock Down (CKD),2393,92,90,147,360,Direct Injection,Turbocharged,Solar,,4735,1830,1795,2750,1540,1540,,,,,,
Honda,151999999,Mobil Bekas,2012,120000 km,Hitam,Automatic,5,5,7,Complete Knock Down (CKD),1497,73,89.4,116,146,Multi-Point Injection,Aspirated,Pertamax,10.4,4215,1700,1740,2740,1478,1466,7.2,1330,10.4,,,
Mitsubishi,190000000,Mobil Bekas,2018,100 - 105K km,Putih,Automatic,4,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4475,1750,1700,2275,,,,,,,,
Honda,176000000,Mobil Bekas,2021,40 - 45K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3815,1680,1485,2405,1475,1460,,,10.1,,,
Mercedes-Benz,348000000,Mobil Bekas,2014,35 - 40K km,Putih,Automatic,7,5,5,Complete Built Up (CBU),1595,,,156,250,Direct Injection,Turbocharged,Pertamax,,4417,1804,1494,2699,1569,1560,5.9,1435,10.3,138,8.8,
Honda,152000000,Mobil Bekas,2020,35 - 40K km,Kuning,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Toyota,364500000,Mobil Bekas,2018,85 - 90K km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2393,92,90,147,400,Direct Injection,Turbocharged,Solar,,4795,1855,1835,2745,1545,1555,,2110,,,,
Hyundai,737000000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Honda,225000000,Mobil Bekas,2017,1234 km,Kuning,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,3955,1694,1524,2530,1476,1466,,1080,10.3,,,
Wuling,398800000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4295,1850,1652,2700,,,,,,,,150
Toyota,140000000,Mobil Bekas,2020,39000 km,Merah,Automatic,4,5,5,Complete Knock Down (CKD),1197,72.5,72.5,87,108,Multi-Point Injection,Aspirated,Pertamax,,3660,1600,1520,2450,1420,1415,,,,,,
Mitsubishi,385000000,Mobil Bekas,2018,80 - 85K km,Hitam,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4785,1815,1805,2800,,,,1935,15.5,,,
Honda,202999999,Mobil Bekas,2015,98000 km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,4294,1772,1580,2610,1535,1540,6.5,1226,10.3,155,,
Hyundai,950000000,Mobil Baru,2023,0 - 5K km,Lainnya,Automatic,8,5,7,Complete Built Up (CBU),2199,,,198,440,Direct Injection,Turbocharged,Solar,,4995,1975,1750,2900,1708,1716,,1884,,,,
Suzuki,135000000,Mobil Bekas,2015,12345 km,Putih,Manual,5,5,7,Complete Knock Down (CKD),1373,73,82,94,130,Multi-Point Injection,Aspirated,Pertamax,,4265,1695,1685,2740,,,6.2,1180,10,,,
Ford,802500000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,10,5,7,Complete Built Up (CBU),1996,84,90,208,500,Direct Injection,Turbocharged,Solar,,4914,2207,1841,2900,,,,,,,,
Toyota,345000000,Mobil Bekas,2018,55 - 60K km,Hitam,Automatic,,5,7,Complete Built Up (CBU),1986,80.5,97.6,150,193,Multi-Point Injection,Aspirated,Pertamax,11,4710,1735,1835,2850,,,,,,,,
Toyota,365000000,Mobil Bekas,2018,1234 km,Putih,Automatic,6,5,8,Complete Knock Down (CKD),2393,92,90,147,360,Direct Injection,Turbocharged,Solar,,4735,1830,1795,2750,1540,1540,,,,,,
Honda,151999999,Mobil Bekas,2012,120000 km,Hitam,Automatic,5,5,7,Complete Knock Down (CKD),1497,73,89.4,116,146,Multi-Point Injection,Aspirated,Pertamax,10.4,4215,1700,1740,2740,1478,1466,7.2,1330,10.4,,,
Mitsubishi,190000000,Mobil Bekas,2018,100 - 105K km,Putih,Automatic,4,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4475,1750,1700,2275,,,,,,,,
Honda,176000000,Mobil Bekas,2021,40 - 45K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3815,1680,1485,2405,1475,1460,,,10.1,,,
Mercedes-Benz,348000000,Mobil Bekas,2014,35 - 40K km,Putih,Automatic,7,5,5,Complete Built Up (CBU),1595,,,156,250,Direct Injection,Turbocharged,Pertamax,,4417,1804,1494,2699,1569,1560,5.9,1435,10.3,138,8.8,
Honda,152000000,Mobil Bekas,2020,35 - 40K km,Kuning,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Toyota,364500000,Mobil Bekas,2018,85 - 90K km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2393,92,90,147,400,Direct Injection,Turbocharged,Solar,,4795,1855,1835,2745,1545,1555,,2110,,,,
Honda,152000000,Mobil Bekas,2020,40 - 45K km,Kuning,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Suzuki,185000000,Mobil Bekas,2022,10 - 15K km,Abu-abu,Manual,5,5,7,Complete Knock Down (CKD),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,4450,1775,1710,2740,1515,1530,,,10.5,,,
Suzuki,134000000,Mobil Baru,2023,0 - 5K km,Putih,Manual,5,2,3,Complete Knock Down (CKD),1462,74,85,96,135,Multi-Point Injection,Aspirated,Pertamax,8.8,4195,1675,1870,2205,1345,1330,,,,,,
Daihatsu,185000000,Mobil Bekas,2023,0 - 5K km,Kuning,Manual,5,5,5,Complete Knock Down (CKD),1198,73.5,94.1,87,113,Multi-Point Injection,Aspirated,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,,12.8,,,
Suzuki,82000000,Mobil Bekas,2010,115 - 120K km,Hitam,Automatic,4,5,7,Complete Knock Down (CKD),1493,75,84.5,104,126,Multi-Point Injection,Aspirated,Pertamax,,4225,1655,1855,2625,,,,1325,9.5,,,
Suzuki,233000000,Mobil Bekas,2022,20 - 25K km,Abu-abu,Automatic,6,5,5,Complete Built Up (CBU),1491,78,78,107,138,Multi-Point Injection,Aspirated,Pertamax,11,4300,1785,1595,2600,1535,1505,6.6,1170,,,,
Mitsubishi,265000000,Mobil Bekas,2022,30 - 35K km,Hitam,Automatic,,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4500,1800,1750,2275,,,,,,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Mitsubishi,435000000,Mobil Bekas,2019,30 - 35K km,Putih,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4785,1815,1805,2800,,,,1935,15.5,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Mitsubishi,85000000,Mobil Bekas,2000,99000 km,Silver,Manual,5,4,5,Complete Knock Down (CKD),2498,81,80.8,165,216,Multi-Point Injection,Aspirated,Pertamax,10.8,4630,1740,1425,2635,1510,1505,,1340,,,,225
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Ford,879500000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,10,5,7,Complete Built Up (CBU),1996,84,90,208,500,Direct Injection,Turbocharged,Solar,,4914,2207,1841,2900,,,,,,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Mitsubishi,374500000,Mobil Bekas,2017,75 - 80K km,Hitam,Automatic,5,5,7,Complete Built Up (CBU),2477,91.1,95,134,324,Direct Injection,Turbocharged,Solar,11.2,4785,1815,1805,2800,,,,1910,18,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Toyota,227000000,Mobil Bekas,2021,35 - 40K km,Kuning,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Toyota,215000000,Mobil Bekas,2022,15 - 20K km,Biru,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Mitsubishi,350000000,Mobil Bekas,2018,110628 km,Hitam,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4785,1815,1805,2800,,,,1980,15.5,,,
Toyota,161000000,Mobil Bekas,2024,0 - 5K km,Putih,Automatic,4,5,5,Complete Knock Down (CKD),1197,72.5,72.5,87,108,Multi-Point Injection,Aspirated,Pertamax,,3660,1600,1520,2450,1420,1415,,,,,,
Mitsubishi,825000000,Mobil Bekas,2021,140 - 145K km,Orange,Manual,,2,3,,7545,,,,,,,Solar,,,,,,,,,,,,,
Toyota,608000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,7,Complete Built Up (CBU),1986,,,168,202,Multi-Point Injection,Aspirated,Pertamax,,4695,1730,1855,2850,,,,,13,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Suzuki,232000000,Mobil Bekas,2023,15 - 20K km,Putih,Automatic,4,5,7,Complete Built Up (CBU),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,4450,1775,1710,2740,1515,1530,,,10.5,,,
Mitsubishi,190000000,Mobil Bekas,2018,100 - 105K km,Putih,Automatic,4,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4475,1750,1700,2275,,,,,,,,
Toyota,350000000,Mobil Bekas,2013,100 - 105K km,Putih,Automatic,7,5,7,Complete Built Up (CBU),2362,88.5,96,168,220,Multi-Point Injection,Aspirated,Pertamax,11.8,4885,1840,1900,2950,1555,1560,9.4,1890,9.6,218,,
Toyota,225000000,Mobil Bekas,2021,10000 km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Hyundai,745000000,Mobil Baru,2023,- km,Hitam,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Toyota,219000000,Mobil Bekas,2023,5 - 10K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Ford,879500000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,10,5,7,Complete Built Up (CBU),1996,84,90,208,500,Direct Injection,Turbocharged,Solar,,4914,2207,1841,2900,,,,,,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Mitsubishi,374500000,Mobil Bekas,2017,75 - 80K km,Hitam,Automatic,5,5,7,Complete Built Up (CBU),2477,91.1,95,134,324,Direct Injection,Turbocharged,Solar,11.2,4785,1815,1805,2800,,,,1910,18,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Toyota,227000000,Mobil Bekas,2021,35 - 40K km,Kuning,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Toyota,215000000,Mobil Bekas,2022,15 - 20K km,Biru,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Suzuki,304000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1190,,,,
Mitsubishi,350000000,Mobil Bekas,2018,110628 km,Hitam,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4785,1815,1805,2800,,,,1980,15.5,,,
Toyota,161000000,Mobil Bekas,2024,0 - 5K km,Putih,Automatic,4,5,5,Complete Knock Down (CKD),1197,72.5,72.5,87,108,Multi-Point Injection,Aspirated,Pertamax,,3660,1600,1520,2450,1420,1415,,,,,,
Mitsubishi,825000000,Mobil Bekas,2021,140 - 145K km,Orange,Manual,,2,3,,7545,,,,,,,Solar,,,,,,,,,,,,,
Toyota,608000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,7,Complete Built Up (CBU),1986,,,168,202,Multi-Point Injection,Aspirated,Pertamax,,4695,1730,1855,2850,,,,,13,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Suzuki,232000000,Mobil Bekas,2023,15 - 20K km,Putih,Automatic,4,5,7,Complete Built Up (CBU),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,4450,1775,1710,2740,1515,1530,,,10.5,,,
Mitsubishi,190000000,Mobil Bekas,2018,100 - 105K km,Putih,Automatic,4,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4475,1750,1700,2275,,,,,,,,
Toyota,350000000,Mobil Bekas,2013,100 - 105K km,Putih,Automatic,7,5,7,Complete Built Up (CBU),2362,88.5,96,168,220,Multi-Point Injection,Aspirated,Pertamax,11.8,4885,1840,1900,2950,1555,1560,9.4,1890,9.6,218,,
Toyota,225000000,Mobil Bekas,2021,10000 km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Honda,198300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Hyundai,745000000,Mobil Baru,2023,- km,Hitam,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Toyota,219000000,Mobil Bekas,2023,5 - 10K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Wuling,174999999,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Honda,90000000,Mobil Bekas,2013,90 - 95K km,Orange,Manual,5,5,5,Complete Knock Down (CKD),1198,73,71.6,87,109,Multi-Point Injection,Aspirated,Pertamax,,3610,1680,1485,2345,1480,1465,,930,10.2,,,
Hyundai,562500000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Toyota,451800000,Mobil Baru,2024,0 - 5K km,Putih,Manual,6,4,5,Complete Built Up (CBU),2393,92,90,148,400,Direct Injection,Turbocharged,Solar,,5325,1855,1815,3085,1540,1550,7.2,2010,15.6,,,
Honda,232000000,Mobil Bekas,2015,67000 km,Hitam,Automatic,5,5,5,Complete Knock Down (CKD),2354,87,99,187,222,Multi-Point Injection,Aspirated,Pertamax,11.8,4545,1820,1685,2620,1565,1565,8.4,1530,10,196,,
Toyota,263000000,Mobil Bekas,2019,55 - 60K km,Hitam,Automatic,6,5,8,Complete Knock Down (CKD),1998,86,86,137,183,Multi-Point Injection,Aspirated,Pertamax,,4735,1830,1795,2750,1540,1540,,1715,,,,
Toyota,113000000,Mobil Bekas,2013,162500 km,Hitam,Automatic,4,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,,4140,1660,1695,2655,,,7.6,1105,,178,,
Toyota,123000000,Mobil Bekas,2015,102500 km,Hitam,Manual,5,5,7,Complete Knock Down (CKD),1298,,,91,117,Multi-Point Injection,Aspirated,Pertamax,,4140,1660,1695,2655,,,,1060,,,,
Wuling,174999999,Mobil Baru,2024,0 - 5K km,Kuning,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Hyundai,562500000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Hyundai,203000000,Mobil Bekas,2022,43075 km,Abu-abu,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4460,1780,1695,2780,,,,1272,10.5,,,
Mazda,498000000,Mobil Bekas,2022,30 - 35K km,Putih,Automatic,6,5,5,Complete Built Up (CBU),2488,89,100,188,252,Direct Injection,Aspirated,Pertamax,11,4550,1840,1680,2700,1595,1595,,1623,13,,,
Honda,300200000,Mobil Baru,2023,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,,4060,1780,1608,2485,1540,1540,,,10.6,,,
Suzuki,210000000,Mobil Bekas,2023,2000 km,Putih,Manual,5,5,7,Complete Knock Down (CKD),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.4,4395,1735,1690,2740,,,5.5,,10.5,,,
Hyundai,235000000,Mobil Bekas,2016,90 - 95K km,Coklat,Automatic,6,5,7,Complete Built Up (CBU),2359,88,97,174,227,Multi-Point Injection,Aspirated,Pertamax,,4700,1880,1680,2700,1639,1628,,,10.5,,,
Suzuki,150000000,Mobil Bekas,2019,75 - 80K km,Putih,Automatic,4,5,5,Complete Built Up (CBU),1373,73,82,91,130,Multi-Point Injection,Aspirated,Pertamax,9.8,3995,1745,1510,2520,1505,1510,4.8,950,,,,
Hyundai,562500000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Porsche,4899000000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,8,2,4,Complete Built Up (CBU),2981,91,76.4,473,570,Direct Injection,Turbocharged,Pertamax,11.2,4533,1852,1301,2450,1589,1557,9.7,1545,,221,3.4,311
Mitsubishi,199000000,Mobil Bekas,2018,55 - 60K km,Silver,Automatic,4,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4475,1750,1700,2275,,,,,,,,
Mercedes-Benz,3599000000,Mobil Bekas,2015,0 - 5K km,Kuning,Automatic,7,2,2,Complete Built Up (CBU),3982,83,92,503,650,Direct Injection,Turbocharged,Pertamax,11.5,4546,1939,1288,2630,1680,1651,9.6,1645,10.5,224,3.8,310
Toyota,1899000000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,6,4,5,Complete Built Up (CBU),2393,87.5,99.5,345,542,Direct Injection,Turbocharged,Pertamax,11.6,4930,1840,1540,2850,1605,1615,,1920,11,,5.7,
Hyundai,562500000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Toyota,1075000000,Mobil Bekas,2012,151000 km,Hitam,Automatic,6,5,8,Complete Built Up (CBU),4461,86,96,232,616,Direct Injection,Turbocharged,Solar,11.8,4950,1970,1905,2850,1640,1635,,2620,,,,
Hyundai,875000000,Mobil Baru,2024,- km,Hitam,Automatic,8,5,7,Complete Built Up (CBU),2199,,,198,440,Direct Injection,Turbocharged,Solar,,4995,1975,1750,2900,1708,1716,,1884,,,,
Honda,195000000,Mobil Bekas,2019,68000 km,Abu-abu,Automatic,,5,7,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,10.6,4456,1735,1666,2662,1500,1500,,1222,10.3,,,
Hyundai,562500000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Honda,140000000,Mobil Bekas,2014,125000 km,Hitam,Automatic,,5,7,Complete Knock Down (CKD),1496,73,89.4,116,145,Multi-Point Injection,Aspirated,Pertamax,,4398,1683,1603,2650,1472,1475,6.2,,10.3,148,,
Daihatsu,225000000,Mobil Bekas,2023,15 - 20K km,Hitam,Manual,5,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,10.4,4455,1695,1705,2685,1445,1460,,1260,10.5,,,
Suzuki,150000000,Mobil Bekas,2019,75 - 80K km,Putih,Automatic,4,5,5,Complete Built Up (CBU),1373,73,82,91,130,Multi-Point Injection,Aspirated,Pertamax,9.8,3995,1745,1510,2520,1505,1510,4.8,950,,,,
Hyundai,562500000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Porsche,4899000000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,8,2,4,Complete Built Up (CBU),2981,91,76.4,473,570,Direct Injection,Turbocharged,Pertamax,11.2,4533,1852,1301,2450,1589,1557,9.7,1545,,221,3.4,311
Mitsubishi,199000000,Mobil Bekas,2018,55 - 60K km,Silver,Automatic,4,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4475,1750,1700,2275,,,,,,,,
Mercedes-Benz,3599000000,Mobil Bekas,2015,0 - 5K km,Kuning,Automatic,7,2,2,Complete Built Up (CBU),3982,83,92,503,650,Direct Injection,Turbocharged,Pertamax,11.5,4546,1939,1288,2630,1680,1651,9.6,1645,10.5,224,3.8,310
